Incident_ID,Date,Department,Model,Sub_Assembly,Incident_Description
24-216,2024-08-30 00:00:00,Customer Service,EHDO,Bike Accessories,"Electric assist app stopped connecting. App is up to the most recent version, showing GM and the dongle is blinking green but the bluetooth won't connect and logo stays red. Likely the fix is a LingBo dongle, or at least can be used as a diagnostic step. Submitted order. "
24-217,2024-08-30 00:00:00,Customer Service,Parts,,No instructions sent or found for t-bar install on ASR. Order did not specifucally ask for instructions. I created a quick set and sent them over. 
24-218,2024-08-30 00:00:00,Customer Service,AS,,"Bike cover not received with bike, no photo in SN log to confirm  - sent replacement"
24-219,2024-09-05 00:00:00,Customer Service,AS,Bike Accessories,"Bike cover not recieved with bike, crate in good shape but no extras. - submitted replacement order. "
24-220,2024-09-05 00:00:00,Customer Service,AS,Bike Seating,"Backrest extension wrapped to backrest for shipping. Customer says that it was hot outside and the headrest was wrapped extremely tight and the two parts were fused together, when pulled apart some of the material was damaged. Repl order submitted. "
24-221,2024-09-05 00:00:00,Customer Service,Chill-Out Chair,,Demo received @ customers w/o woodbase attached. Demo shipped from Edmonton to US and no images taken prior - unresolved. 
24-222,2024-09-06 00:00:00,Customer Service,,,No SN photo
24-223,2024-09-06 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,Rock'er base sliding on hardwood floors and leaving marks. Customer wants to return chair order due to this and a fitment issue. 
24-224,2024-09-09 00:00:00,Production,Chill-Out Chair,COC Accessories,"The chair went out with no pelvic belt installed, a pelvic belt was on order, and pick-ticket"
24-225,2024-09-10 00:00:00,Customer Service,DCP,Bike Drive Train,Chain came off trike w/ enclosed. Local repair order submitted. 
24-226,2024-09-11 00:00:00,Customer Service,,,"Parts order entered using special_bike for inventoried item, 5012089."
24-227,2024-09-13 00:00:00,,DCP,Bike Frame," The rear steering rod freely swings without steering the front wheel, Rear Steer handle is dislocated inside the tube "
24-228,2024-09-16 00:00:00,Engineering,Chill-Out Chair,COC Cover,"Wrinkly covers on COCs, cosider tightening up pattern for vinyl covers"
24-229,2024-09-16 00:00:00,Customer Service,,,"COC shipped instead of DCP. PO 054-6250619 is for a DCPmini, received a Roll'er intended for Airway mobility. Correct PO for DCP written on outside of box, however COC inside box."
24-230,2024-09-17 00:00:00,Customer Service,AS,Bike Drive Train,Pedal or crank arm loose on newly delivered trike - local.
24-231,2024-09-17 00:00:00,Customer Service,ASR,,Incorrect weights listed on decals for ASRHD
24-232,2024-09-17 00:00:00,Customer Service,ET,Bike Accessories,"ET2611 electric assist power cable coming unplugged during ride, possibly hitting riders heel (local & resolved ) "
24-233,2024-09-18 00:00:00,Customer Service,DCP,,"DCP12 had two custom parts - 5"" higher rear steer & a custom seat. The engineering drawing sent to the customer for approval shows the tbar, however in actuality the tbar would not work with these custom parts. Customer wants solution, unresolved. ""We were under the impression that the t-bar would also be raised, otherwise we would have said to not raise the handle.  """
24-234,2024-09-18 00:00:00,Customer Service,,,"CAT3's not in correct folders, links not working to folders. For example Q24-064 folder is empty, checked 2024 & 2023. "
24-235,2024-09-19 00:00:00,Customer Service,ASR,Bike Drive Train,"ASR2011 (Motion Mississauga trike) - had broken spokes in May, wheel kit replaced under warranty. Reported today that again the rider is breaking spokes on the wheels and needing replacement.  Rider is 6' 165lb and an agressive rider who rocks side to side as he rides. - unresolved"
24-236,2024-09-19 00:00:00,Customer Service,ET,Bike Accessories,Charger not recieved with ET2611 - small charger box in SN photo. repl order submitted.
24-237,2024-09-19 00:00:00,Customer Service,ASR,Bike Drive Train,ASR2011 snapped axle in middle of on/off. 
24-238,2024-09-20 00:00:00,Customer Service,Parts,,"O24-23478 order past ESD and updated ESD on production board. Advised that the order has shipped however is still submitted in CRM, live in GP and the physical order is still with production. "
24-239,2024-09-23 00:00:00,Customer Service,ET,Bike Accessories,ET2611 battery not holding charge - undiagnosed & unresolved. Sold Dec 2021
24-240,2024-09-23 00:00:00,Customer Service,DCP,,Demo arrived with damaged wheel - parts order submitted - unresolved
24-241,2024-09-23 00:00:00,Customer Service,AS,Bike Accessories,"Bike cover short shipped on order, previously logged. The replacement cover arrived but is too small for the trike as it is an extended frame. Repl order submitted. "
24-242,2024-09-23 00:00:00,Customer Service,DCP,Bike Frame,Snapped Spud
24-243,2024-09-23 00:00:00,Customer Service,ASR,Bike Accessories,"Peeling decals, both frame and chain guard on delivery. "
24-244,2024-09-23 00:00:00,Customer Service,ASR,,Trikes pallet straps did not hold and bike shifted during trapsport - minor damage. 
24-245,2024-09-23 00:00:00,Customer Service,,,No SN photo
24-246,2024-09-24 00:00:00,Customer Service,Parts,,"No tools shipped with parts order, asked for in the manf notes. Was changed in GP and emailed production of the changes, pick ticket was never updated. "
24-247,2024-09-25 00:00:00,Customer Service,Chill-Out Chair,COC Cover,Broken zipper on demo roll'er
24-248,2024-09-25 00:00:00,Customer Service,Parts,,"Locally repaired trike still having issues after repair and tune and was brought back to FCI by customer. The RS handle was difficult to move. I found the cables and guides were corroded and causing friction, lubercated & resolved. The chain guard is still rubbing however may have been physical damage. They were also not able to pedal or push the trike easly, there is a ton of resistance on the drive wheel which needs to be resolved, likely needing a new chain or bearings. When I repair trikes, I always perform a test ride afterwords to ensure there are no issues, and very often I find further issues which need to be fixed. I believe had this been test ridden, we would have fixed right the first time. "
24-249,2024-09-25 00:00:00,Customer Service,ET,,"Newly delivered ET2611 has a bent front wheel, will not shift into any of the off gears & the chain is skipping. unresolved"
24-250,2024-09-26 00:00:00,Customer Service,Parts,,The customer did not receive the 3 bolt plate with the pulley kit
24-251,2024-10-02 00:00:00,Customer Service,Parts,,"Motion Mississauga - Parts order for warranty repair rear steer cables, we shipped brake cables. "
24-252,2024-10-02 00:00:00,Customer Service,Parts,,"Bluetooth dongle inop, not sure if it was tested prior to shipping"
24-253,2024-10-04 00:00:00,Customer Service,AS,Bike Drive Train,"Failed on/off. Appears that the plunger threads are good, female threads stripped. "
24-254,2024-10-06 00:00:00,Customer Service,DCP,Bike Accessories,"Trike order had rear pulley, missed during production and shipped with only front pulley, shows only front pulley in SN photo. Sent customer parts kit and Facetimed to help install. The clamp around the tbar was quite tite and caused grooving/ scratches around the chrome during removal, customer may request a replacement but will see if his wife noticed. "
24-255,2024-10-09 00:00:00,Customer Service,,,"Bluetooth adapter shipped to customer and asked 'test to ensure will connect to app before shipping' however when the customer recieved the adapter it would not connect. The adapter we shipped was GM, not the correct adapter as the GM ones will not connect."
24-256,2024-10-09 00:00:00,Customer Service,,,"No instructions sent with O24-23642 and now having issues with install. Dane @ Creative Mob struggled with the pedelec sensor install, we missed shipping a spacer to work with the new bottom bracket and rushed through production. The first pedelic sensor was not functioning and likely a dud, shipped replacement. "
24-257,2024-10-09 00:00:00,Customer Service,,,"Front wheel short shipped on O24-23933. I had the repair scheduled with a bike shop, will need to arrange another repair. No pick tick notes, checks, highlights, or any indication this order was checked. "
24-258,2024-10-09 00:00:00,Customer Service,,,"Colin reports that pedelic sensors have a 20% chance of being dead or faulty, we should test before shipping imo. "
04-259,2024-10-15 00:00:00,Customer Service,DCP,,"Bike went out with no chest harness, Harness was on the order "
24-260,2024-10-16 00:00:00,Customer Service,,,"Trike invoiced with incorrect SN, showing 2204873 which would make it a 2020 trike. I believe the correct SN is 2240873. "
24-261,2024-10-16 00:00:00,Customer Service,,,"Parts order shipped to Numotion rather than NSM. Checked with Elaine, UPS is in error. "
24-262,2024-10-16 00:00:00,Customer Service,,,"Parts order for a knobby tire and tube kit X3 - we shipped a single smooth pneumatic, tube and no rim strip,  causing delay in repair. Replacement order submitted. No check marks, highlights or anything listed on the order. No pick ticket. "
24-263,2024-10-16 00:00:00,Customer Service,ET,Bike Drive Train,ET2611 recieved w/ rear rider bottom bracket spinning out of frame. 
24-264,2024-10-22 00:00:00,Customer Service,,,Trike w/ trainer was recieved w/ no instructions.
24-265,2024-10-22 00:00:00,Customer Service,AS,Bike Drive Train,Crank arm fell off of newly delivered trike
24-266,2024-10-22 00:00:00,Customer Service,DCP,Bike Frame,Snapped Spud on a DCP
24-267,2024-10-23 00:00:00,Customer Service,AS2000N,,Bike was recieved with no ball  joint 
24-268,2024-10-23 00:00:00,Customer Service,DCP12,,Bike went out with no rear pulley  SN# photo confirmed no pulley 
24-269,2024-10-23 00:00:00,Customer Service,ASR,Bike Accessories,Footplates have cracked within a year
24-270,2024-10-24 00:00:00,Customer Service,EHDO,Bike Steering,"New trike recieved with one of the rear steer cables completely pulled through the frame. LH is connected, RH is missing female ball joint, adjuster and stainess cable keeper. "
24-271,2024-10-24 00:00:00,Customer Service,ET,,ET2611 - Trike recieved by HME had no literature or usermanual for the electric assist. The PT contacted me to voice her frustrations. 
24-272,2024-10-24 00:00:00,Customer Service,ET,Bike Accessories,"Newly delivered ET2611 was fine on the first ride. Second or so ride and the electric assist was very skippy/jerky on accelleration. Third ride onwards, the green throttle light was flickering, would cut out and then come back. Customer would also need to very gently press the throttle little by little, if the throttle was fully pressed, nothing would happen (this one issue was not recreatable). Mike has a video on his phone if needed. "
24-273,2024-10-24 00:00:00,Customer Service,ET,Bike Brakes,"Newly delivered ET2611 w/ electric assist - The black brake lever does not slow or stop the trike. When the lever is fully squeezed, nothing happens."
24-274,2024-10-24 00:00:00,Customer Service,ASR,Bike Drive Train,Newly delivered ASR2011 - the spring clip holding the outter midhub sprocket popped off. 
24-275,2024-10-24 00:00:00,Customer Service,,,"Parts order for Believe it - short shipped mounting plates for 50 belts. The pickticket highlighted the belt kits, but none of the individual items in the kit. Unsure what all was sent. After looking into this issue, advised by Troianne that becuase they are belt they no longer use the mounting plates."
24-278,2024-10-25 00:00:00,Customer Service,,,positioning wedges were received with no foam
24-279,2024-10-25 00:00:00,Customer Service,ASR,Bike Drive Train,Motion Mississauga - Broken spokes / wheel weld
24-280,2024-10-25 00:00:00,Customer Service,ASR,Bike Seating,Motion Mississauga - Bent seat frame
24-281,2024-10-25 00:00:00,Customer Service,AS,Bike Steering,"AS2000 recieved with no ball joint attached to the tie rod, this is the 3rd? occurance this week. "
24-282,2024-10-29 00:00:00,Customer Service,ASR,,"Inspected trike which was repaired lastweek. Found the handlebar stem still loose (was advised this was fixed) and I also found the BB loose and has a lots of play, rh rear caliper not gripping disc at all. I was asked by the customer about footplates, he asked the repair tech but recieved no reply, nothing written on the sheet I recieved back. Unresolved. Incident was not logged by tech as asked on the order. "
24-283,2024-10-29 00:00:00,Customer Service,ASR,Bike Seating,Motion Mississauga reports a bent seat frame - similar to the seat frame from the same location as 24-280. I have asked for the riders info & images so we can fix this rather than replace the frame for it to fail again. 
24-284,2024-10-29 00:00:00,Customer Service,ASR,,"Newly delivered ASR2011 was reported to have many issues. FCI tech repaired and stated 'Replaced LR brake cable. Secured rear discs, loctited all screws on on/off sprocket'   Was the on/off not already threadlocked? No more info provided as to cause of failures. "
24-285,2024-10-29 00:00:00,Customer Service,ASR,Bike Accessories,"Leg braces - the LH adjusted up and down well however the RH side was extremely stiff, boardline stuck. I doubt that someone could adjust this. Looking at the black tube, it looks rhombus and no longer square. These leg braces were just a trial, I will correct the issue if they choose to keep them. "
24-286,2024-10-30 00:00:00,Customer Service,ASR,Bike Seating,"Motion Mississauga - advised of a bent toe in DW, bent seat frame. Waiting for images and further info. "
24-287,2024-10-30 00:00:00,Customer Service,DCP,,"Advised that no SN sticker was on this trike, however is checked off on the QC sheet. After speaking on the phone, still not able to locate the sticker. submitted replacement parts order. "
24-288,2024-10-31 00:00:00,Customer Service,AS2000,,Seat Frame Failure
24-289,2024-10-31 00:00:00,Customer Service,,,Parts order short shipped a few parts needed for drag brake install. Tech was unable to complete installation and will need to make another apt to complete. Replacement order submitted. 
24-290,2024-10-31 00:00:00,Customer Service,DCP,,Failed DCP seat frame
24-291,2024-11-01 00:00:00,Customer Service,,,"No instructions sent with parts order, was specifically asked for. "
24-292,2024-11-01 00:00:00,Customer Service,AS,Bike Steering,AS2000 recieved with no ball joint or lock nut attached. 
24-293,2024-11-01 00:00:00,Customer Service,AS,,AS2600 recieved with torn RS grip
24-294,2024-11-01 00:00:00,Customer Service,ASR,,ASR2011 recieved damaged. - waiting for images
24-295,2024-11-05 00:00:00,Engineering,Chill-Out Chair,COC Cover,"From Evan, ottoman with velcro strap not lining up with the ottoman. Potential ottoman height descrepancy? "
24-296,2024-11-06 00:00:00,Customer Service,,,No SN photo
,2024-11-06 00:00:00,Engineering,,,Memory foam insert is not holding down to the chair even when using an excess of glue. Rusty reports that the memory foam feels different than usual. 
,2024-11-07 00:00:00,Production,Multiple,,"Local Repair orders are not including serial number of bike being repaired. schools usually dont know what bike is being repaired or being brought back for repair. We need to know more information on these repair orders. Would help speed repairs up if we know the name of the contact person aswell. 24154,24157,24160,24186"
,117,Production,ASR,,Went for repair at school and bike was not at the school and school doesnt think they have a bike this color. Grey ASR
24-300,2024-11-07 00:00:00,Customer Service,,,"Parts order short shipped tools asked for in the manufacture notes, note is on the pick ticket but not highlited. "
24-301,2024-11-07 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,"Chair recieved without the pushbar, was on the order. The SN photo confirms no pushbar. "
24-302,2024-11-08 00:00:00,Customer Service,ASR,Bike Steering,Motion Mississauga - failed rear steer cable and/or crimp. 
,2024-11-12 00:00:00,Production,,,Front crossbar is in wrong position for ASXT Frames
24-304,2024-11-12 00:00:00,Customer Service,DCP16,Bike Drive Train,Local repair - DCP16 enclosed chainguard hardware too long and contacting chain 
24-305,2024-11-14 00:00:00,Customer Service,Chill-Out Chair,,Flat spot on newly delivered Roll'er wheel - not the locking type.
24-306,2024-11-14 00:00:00,Customer Service,,,EHDU arrived upside down w/ bent tbar
24-307,2024-11-14 00:00:00,Customer Service,,,"Customer recieved an old blue AS2000 rather than her new purple trike. The order and SN image are correct however customer recieved incorrect trike. Still looking into it, unresolved. "
24-308,2024-11-15 00:00:00,Customer Service,ET,Bike Drive Train,"ET2611 - chain has fallen off again. Customer took it themselves to a shop and has attempted to repair 4 times now. Customer has asked for a new trike, I have requested images - unresovled. "
24-309,2024-11-15 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,"No instructions sent with roll'er & tray, therapists had to call for help with installation. I facetimed and found two of the aluminum rails on the bottom of the chair were not parelle causing install troubles. The therapists did not have tools immedialty avalible to fix but I sent over instructions. "
24-310,2024-11-18 00:00:00,Customer Service,AS,,"  Bike arrived with no cover, no SN# photo uploaded"
24-311,2024-11-20 00:00:00,Customer Service,ET,Bike Drive Train,ET2611 - shifter very hard to change gears and loose / broken part on 8speed hub. Unresolved 
24-312,2024-11-20 00:00:00,shipping,,,weight capacity decals not being punched
24-313,2024-11-20 00:00:00,Customer Service,ASR,Bike Drive Train,ASR2011 - Bearing keeper has spun our of eccentric BB. 
24-314,2024-11-21 00:00:00,Customer Service,AS,Bike Drive Train,"New local bike - reported that the pedals are contacting the frame etc when pedaling, sounds like the BB has shifted."
24-315,2024-11-21 00:00:00,Customer Service,Chill-Out Chair,COC Cover,Failed seam on newly delivered Roll'er - unresolved
24-316,2024-11-22 00:00:00,Customer Service,,,"No SN photo, shipped 11/05"
24-317,2024-11-22 00:00:00,Customer Service,ASR,Bike Steering,Failed RS cable crimps - local repair. 
24-318,2024-11-22 00:00:00,Customer Service,,,No SN photo
24-319,2024-11-22 00:00:00,Customer Service,DCP,,Incorrect SN displayed on invoice - Corey to correct SN in CRM. 
24-320,2024-11-25 00:00:00,Customer Service,,Bike Accessories,"Failed stationary trainer - appears to be older, unknown purchase date. "
24-321,2024-11-25 00:00:00,Customer Service,,,"Motion Mississauga - Only steering cables recieved on O24-24248, cable connect rods & set screws missing. This parts order was to fix one of the failed trikes, repair unable to be completed until replacement parts arrive. "
24-322,2024-11-25 00:00:00,Customer Service,,,No SN photo
24-323,2024-11-26 00:00:00,Customer Service,AS,Bike Drive Train,"Newly delivered AS2000 has a crooked BB and RH footplate occasionally hitting the chain guard. Delivered Oct 29th, @ FCI for repair. "
24-324,2024-11-26 00:00:00,Customer Service,AS,,"PT and other workers at the school not able to find SN, was told this trike does not have one. I went to Dalhousie school to look at it myself and found a black SN sticker in a different place than ususal. "
24-325,2024-11-26 00:00:00,Customer Service,AS,Bike Brakes,"RH disc brake on this trike does nothing, other brakes hold however RHR disc brake not braking or slowing the trike. (disregard, due to drag brake)"
24-326,2024-11-27 00:00:00,Customer Service,EHDO,Bike Accessories,"Failed rear crimp has caused one of the RS cables to slacken, Iain confirmed. Rear steer tube assembly has a bearing which is no longer seated or installed. Images attached. "
24-327,2024-11-28 00:00:00,Customer Service,DCP,Bike Frame,DCPmini frame has snapped completely in two pieces. 
24-328,2024-11-29 00:00:00,Customer Service,DCP,Bike Accessories,"Failed lateral track, slider snapped in two. "
24-329,2024-12-02 00:00:00,Customer Service,,,Motion Mississauga parts orders shipped late and missed repair date set up by repair tech & two schools having to reschedule. 
24-330,2024-12-03 00:00:00,Customer Service,,,"No SN photo RL224M515, invoiced 11/12. Now in log, added Dec 5th"
24-331,2024-12-09 00:00:00,Customer Service,DCP,Bike Drive Train,Aluminum pedal wont spin on new trike. Motion tech says it is the actual metal pedal causing the issue. 
24-332,2024-12-09 00:00:00,Customer Service,,,"No SN photo, invoiced 11/20 and now has issue with pedal. Image added Dec 18th"
24-333,2024-12-09 00:00:00,Customer Service,,,"No SN photo, invoiced 12/02 & now has freight damage. "
24-334,2024-12-10 00:00:00,Customer Service,DCP,Bike Frame,Snapped spud on a DCP
24-335,2024-12-11 00:00:00,Customer Service,,Bike Accessories,Faulty pulley - the plastic wheel is molded off center causing the string to ride against rather than roll along the pulley. 
24-336,2024-12-12 00:00:00,Production,,Bike Drive Train,"As per Shipping, yesterday and today when inspecting bikes with an On/Off, the silver hub needs to be tightened better to the sprocket. the sprocket is unthreading from the black flange to the silver hub."
24-337,2024-12-16 00:00:00,Customer Service,Chill-Out Chair,,"Chillout Chair po was for latte, we put in the order for Royal. "
24-338,2024-12-17 00:00:00,Customer Service,,,"Anti tip arm for dcp mini part# 2415260 is 1 inch too short compared to old part, but styill useable. "
24-339,2024-12-18 00:00:00,Customer Service,DCP,Bike Frame,Snapped spud
24-340,2025-01-07 00:00:00,Sales,EHDU,,"Demo was built and received early June. Used by Bart Adaptive Sports for their Summer Adaptive Cycling Program. Stored in a pod and out of the elements. 
We moved the demo down to GA for a quick check before heading to University of FL for a Duchenne MD Research Study. Hardware is all rusted out on several parts of the bike. Roger noticed the lighter black hardware are the ones that are corroding.New stainless steel 304 allen screws were ordered and installed. We have the same problem for other bike models. "
24-341,2025-01-09 00:00:00,Sales,,,"Bike may have been shipped with the on/off reciprocator in the free wheel mode (caused confusion). Orca Whale horn requested on original evaluation and was shipped with a shark horn. Per Jaydene: ""If a horn is on back order, we need to ask customer if an alternative horn is preferred on my orders""
"
25-001,2025-01-09 00:00:00,Customer Service,,,No SN photo 
25-002,2025-01-09 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,Chair recieved with no tray in box. Packaging in good condition but likely short shipped. 
25-003,2025-01-09 00:00:00,Kitting,,,"1 1/2 "" 16ga Piping used for rear steers is coming in bent in random locations, resulting in unusable rear steers. Some can be fixed, others cannot. Possibly an issue with the vendor or within transit."
25-004,2025-01-09 00:00:00,Customer Service,ET,Bike Accessories,"ET2611 ordered with bike cover, was not recieved with the trike (sold white demo)"
25-005,2025-01-13 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,Incorrect size rock'er base shipped with chair and too wide for chair to fit onto. Submitted replacement parts order .
25-006,2025-01-22 00:00:00,Kitting,,,"Several more bent rear streers received in kitting. Refer to previous statement about piping. (1 1/2 "" 16ga Piping used for rear steers is coming in bent in random locations, resulting in unusable rear steers. Some can be fixed, others cannot. Possibly an issue with the vendor or within transit.)"
25-007,2025-01-22 00:00:00,Customer Service,,,Replacement frame arrive to customer with bent bearing plates and cracking paint - they have requested a replacement. 
25-008,2025-01-24 00:00:00,Customer Service,,,"Asked to replace ratchet straps as they could not be comfortably used. Found straps to be stiff in place and not adjustable front and back. Attempted to remove strap and hardware stripped, other side did free up. Looks like we are adding thread locker to the ratchet strap hardware which prevents it from being adjusted correctly. I had to replace these under warranty. I will keep the old part until after this meeting if needed to be inspected. "
25-009,2025-01-30 00:00:00,Customer Service,,Bike Accessories,"Customer ordered trike w turtle horn, we shipped w/ a squirrel. Sales has requested that if a horn is not in stock, that we check with the customer and not ship the trike with random as it is causing issues between them and their customers. "
25-010,2025-01-31 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,Product Failure -5 point  strapping piece that threads from the back of the chair to the front  has broken apart 
25-011,2025-01-31 00:00:00,Customer Service,ASR,Bike Drive Train,"Bottom bracket very loose, inspected and found RH bb bearing keeper not threaded into ecc bb and has now stripped. Replaced BB, all okay. "
25-012,2025-01-31 00:00:00,Customer Service,ASR,Bike Steering,"Rear steer tube assembly already starting to show some corrosion, same trike as above."
25-013,2025-02-03 00:00:00,Customer Service,ASR,Bike Seating,Seat frame failure 
25-014,2025-02-04 00:00:00,fab/supplies,,,"no 1 1/8"" and 1"" hole saws. Have had them on the list of requests"
25-015,2025-02-05 00:00:00,Customer Service,Chill-Out Chair,COC Cover,Chill-out chair cover torn @ handle
25-016,2025-02-06 00:00:00,Kitting,Ubar,,"Orange 12"" +  6"" Ubars and Frames continue to come back with very light paint opacity. Paint needs to have extra layers for Orange bikes. "
25-017,2025-02-06 00:00:00,Customer Service,EHDO,Bike Steering,"Older trike was sold however customer recieved and the front wheel will not center, new centering bushing needed. "
25-018,2025-02-06 00:00:00,Customer Service,ASR,Bike Drive Train,"On/off pin had snapped off of this trike, I was able to replace the pin. While repairing in noticed the on/off was very loose on the axle and further inspection found 6 of 8 set screws very loose, and zero locktite on any of the set screws. Same trike as the above two. I have a video which was too large to upload."
25-019,2025-02-10 00:00:00,Customer Service,Chill-Out Chair,,"customer not aware medbloc liner was allowing fluids to seep into the foam.  I believe the pelvic belt holes are at the bottom corners of the chair, or the lowest point. If the holes were even an inch above the foam on the sides, this would not be an issue. "
25-020,2025-02-10 00:00:00,ASSEMBLY,,,"Electric green paint from indutec paint coverge on some frames thin and brittle, paint cracks  at times"
25-021,2025-02-11 00:00:00,Customer Service,,,"customer ordered 2 pairs of ankle harness, but they said they only received 1 pair  "
25-022,2025-02-12 00:00:00,Assembly,,,AS2000 tie rods made and sent out for paint and returned on 11-Feb are incorrect. Colin advises the are for an EHDU 20 are will not work on AS2000.
25-018,2025-02-13 00:00:00,Customer Service,,,"No Sn photo, invoiced 02/03"
25-019,2025-02-13 00:00:00,Customer Service,,,"Incorrect pelvic buckles sent, looks like they recieved ankle harness buckles. No information was on the order to suggest this was for a chair. "
,2025-02-13 00:00:00,Assembly,DCP,,Uneven paint on chainstay 
25-020,2025-02-19 00:00:00,Production,Chill-Out Chair,,Chair Order was cancelled production was not informed chair was made....
25-021,2025-02-20 00:00:00,Customer Service,,,"Incorrect horn. Ordered w/ dino, shipped with cat. Kiddo hestrically crying in the background and NSM unable to deliver until resolved. "
25-022,2025-02-20 00:00:00,Inside Sales ,AS,,Paint chipping/ brand new bike 
25-023,2025-02-20 00:00:00,Customer Service,ASR,Bike Drive Train,BB bearing keeper nut spun out & Ecc BB shifted to the side. 
,1900-01-20 00:00:00,Inside Sales ,DCP,,"Cracked frame. The bike was donated to therapy centeres in our area (TOTS Veranda), it is 2015 bike / SN2150808 / DCP12 funded by Variety of GA back in Nov 2015. Per Corey It is a 10 year old bike, so although broken frames are always a concern, not sure how high it would rank in terms of creating any action. But from an information stand-point, it likely does not hurt to have it on record and at least be an indicator of how many we get in a year and on what models, etc. 

"
25-024,2025-02-20 00:00:00,Production,Chill-Out Chair,,Missed order 
25-025,2025-02-21 00:00:00,Production,Chill-Out Chair,,advised to update esd to Feb 21 but file never cameback to production
25-026,2025-02-21 00:00:00,Inside Sales ,DCP,,"broken triangular nameplate, which most likely was 3D-printed / sent picture to Mike and Dirk "
25-027,2025-02-24 00:00:00,Customer Service,DCP,Bike Frame,Snapped Spud
25-028,2025-02-24 00:00:00,Assembly,,,Found 1 item in inventory box 1 way clutch has 5 holes in mounting flange s/b 4 holes. only 1 found others ok.
25-029,2025-02-24 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,"COC arrived with broken locking castor, says many of the ball bearings fell out. "
25-030,2025-02-25 00:00:00,Customer Service,ET,Bike Drive Train,Tandem chain issue - recommend solid tensioner. 
25-031,2025-02-26 00:00:00,Sales,ASR,Bike Seating,Seat back is starting to tear on one of Jaydene's demo. 
25-032,2025-02-25 00:00:00,Customer Service,ET,Bike Drive Train,Chain keep coming off Believe it tandem - over facetime found the tensioner to have no spring to it.  sending solid tensioner. 
25-033,2025-02-27 00:00:00,Customer Service,DCP,Bike Brakes,Hockey stick park brake splitting
25-034,2025-02-27 00:00:00,Sales,,,Two kids (diffrent bike models/different ares) tipped on the bikes this week 2/24-2/28 (DCP16; AS2000)
25-035,2025-03-07 00:00:00,Customer Service,,,"Incorrect axle shipped, reciieved longer DW axle rather than FW axle. Shop says they can cut it down to length"
25-036,2025-03-06 00:00:00,Assembly,ASR,Bike Frame,Powder coat  uneven coverage of the coated surface (ACS)
25-037,2025-03-06 00:00:00,Assembly,ASR16,,Disc Brake hanger is not aligned 
25-038,2025-03-06 00:00:00,Customer Service,,,P# 3411407 & P# 2411503 not in box with other parts. 
25-039,2025-03-06 00:00:00,Customer Service,DCP,,Bent tbar on delivery - no signs of damage
25-040,2025-03-07 00:00:00,assembly,ASR16,,ASR16 frame middle bearing plate bent
25-041,2025-03-10 00:00:00,Customer Service,DCP,,"Bike cover damaged by nail during shipping, I am not sure this nail is from us and likely an outside factory during transport. "
25-042,2025-03-11 00:00:00,Customer Service,,,No SN photo
25-043,2025-03-14 00:00:00,Assembly,DCP16,Chainguard,Blotchy paint on Chainguard (ACS)
25-044,2025-03-18 00:00:00,Assembly,DCP,Bike Frame,raw dcp frame has steering head tube out of alignment. returned to fbrication for repair
25-045,2025-03-19 00:00:00,Kitting,,,Pick ticket 025-25233-V6K4 is asking for both wheel reflecters AND wheel covers
,2025-03-20 00:00:00,Shipping,AS2000,Bike Steering,As2000 has crooked headtube but was still acceptable to ship.
25-046,2025-03-20 00:00:00,Customer Service,Chill-Out Chair,COC Accessories,Disformed COC pommel causing irritation on users leg - sent replacement under warranty
25-047,2025-03-21 00:00:00,Customer Service,ASR,Bike Steering,Failed ASR RS crimps on Variety trike - Hal had fixed at a bike shop. 
25-048,2025-03-21 00:00:00,Customer Service,DCP,,"DCP16WG tipped 3 times - rider solo and turning too quick. 49lbs, 4'7"". Advised againse independent rides."
25-049,2025-03-27 00:00:00,Assembly,COC,COC Accessories,Wrong tray arm RHS was fabricated without LHS
25-050,2025-03-28 00:00:00,Kitting,AS/DCP,Seat Frame,AS/DCP Adult seat frames were fabricated with the wrong gauge metal for the seat-post holes.
25-051,2025-03-28 00:00:00,Customer Service,,,Electric assist chargers do not have certification to be used in Canada - Angelene confirmed and looking into it. Customer has refused to use trike with charger unless certified to be used in Canada. 
25-052,2025-03-28 00:00:00,ASSEMBLY,,,FRONT BRAKE KIT LISTED ON PICK TICKET IS INCORRECT FOR APPLICATION DUE TO BIKE HAVING A TILT FORK  AND USING A CALIPER BRAKE AND LEVER.
25-053,2025-03-31 00:00:00,Kitting,DCP,Rear Steer,Rear Steers of all types continue to come in with bent/mishaphen T-bar clamps which blocks the T-bar from being able to be attached to the rear steer.
25-054,2025-03-31 00:00:00,Customer Service,,,Wrong instructions shipped with parts order for solid tensioner. 
25-055,2025-03-31 00:00:00,Fab,,Front Seat Mount,Received parts from vendor with old rev - PN3614423
25-056,2025-04-01 00:00:00,Customer Service,,,CAT3 form submitted however Sydni never recieved an email notification. 
